"11527504,A Little History of Philosophy,Nigel Warburton,""Warburton, Nigel"",,""=""""0300152086"""""",""=""""9780300152081"""""",0,4.10,Yale University Press,Hardcover,252,2011,2011,,2017/05/10,to-read,to-read (#108),to-read,,,,0,,,0,,,,,";
"1038873,Think: A Compelling Introduction to Philosophy,Simon Blackburn,""Blackburn, Simon"",,""=""""0192100246"""""",""=""""9780192100245"""""",0,3.79,""Oxford University Press, USA"",Hardcover,296,1999,1999,,2017/05/10,to-read,to-read (#107),to-read,,,,0,,,0,,,,,";
"89816,""Kabuki, Vol. 1: Circle of Blood"",David W. Mack,""Mack, David W."",,""=""""1887279806"""""",""=""""9781887279802"""""",0,4.20,Image Comics,Paperback,272,2010,2001,,2017/05/09,to-read,to-read (#106),to-read,,,,0,,,0,,,,,";
"14497,Neverwhere,Neil Gaiman,""Gaiman, Neil"",,""=""""0060557818"""""",""=""""9780060557812"""""",0,4.18,William Morrow Paperbacks,Paperback,300,2003,1996,,2017/05/09,to-read,to-read (#105),to-read,,,,0,,,0,,,,,";
"2744,Anansi Boys,Neil Gaiman,""Gaiman, Neil"",,""=""""0060515198"""""",""=""""9780060515195"""""",0,4.01,HarperCollins HarperTorch,Mass Market Paperback,384,2006,2005,,2017/05/09,to-read,to-read (#104),to-read,,,,0,,,0,,,,,";
"16791,Death: The High Cost of Living Collected,Neil Gaiman,""Gaiman, Neil"",""Chris Bachalo, Mark Buckingham, Tori Amos"",""=""""1852864982"""""",""=""""9781852864989"""""",0,4.19,Titan Books,Paperback,104,1994,1993,,2017/05/09,to-read,to-read (#103),to-read,,,,0,,,0,,,,,";
"25614994,Fight Club 2,Chuck Palahniuk,""Palahniuk, Chuck"",""Cameron Stewart, David W. Mack"",""=""""1616559454"""""",""=""""9781616559458"""""",4,3.07,Dark Horse Books,Hardcover,256,2016,2016,2017/05/09,2017/05/05,,,read,,,,1,,,0,,,,,";
"21327,""Fables, Vol. 7: Arabian Nights [and Days] (Fables, #7)"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy"",""=""""1401210007"""""",""=""""9781401210007"""""",3,4.10,Vertigo,Paperback,144,2006,2006,2017/01/01,2017/04/10,,,read,,,,1,,,0,,,,,";
"21328,""Fables, Vol. 6: Homelands"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, David Hahn, Steve Leialoha"",""=""""1401205003"""""",""=""""9781401205003"""""",5,4.30,Vertigo,Paperback,192,2006,2006,2017/01/01,2017/04/06,,,read,,,,1,,,0,,,,,";
"6367145,""Kore. O chorych, chorobach i poszukiwaniu duszy medycyny"",Andrzej Szczeklik,""Szczeklik, Andrzej"",,""="""""""""",""=""""9788324008636"""""",0,4.05,Znak,Hardcover,315,2007,2007,,2017/05/08,to-read,to-read (#102),to-read,,,,0,,,0,,,,,";
"11337189,A Universe from Nothing: Why There Is Something Rather Than Nothing,Lawrence M. Krauss,""Krauss, Lawrence M."",Richard Dawkins,""=""""145162445X"""""",""=""""9781451624458"""""",0,3.92,Atria Books,Hardcover,204,2012,2012,,2017/05/08,to-read,to-read (#101),to-read,,,,0,,,0,,,,,";
"11324722,The Righteous Mind: Why Good People are Divided by Politics and Religion,Jonathan Haidt,""Haidt, Jonathan"",,""=""""0307377903"""""",""=""""9780307377906"""""",0,4.17,Pantheon,Hardcover,318,2012,2012,,2017/05/08,to-read,to-read (#100),to-read,,,,0,,,0,,,,,";
"13058637,Subliminal: How Your Unconscious Mind Rules Your Behavior,Leonard Mlodinow,""Mlodinow, Leonard"",,""=""""0307378217"""""",""=""""9780307378217"""""",0,4.04,Pantheon,Hardcover,260,2012,2012,,2017/05/08,to-read,to-read (#99),to-read,,,,0,,,0,,,,,";
"2272880,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,""Mlodinow, Leonard"",,""=""""0375424040"""""",""=""""9780375424045"""""",0,3.88,Pantheon,Hardcover,252,2008,2008,,2017/05/08,to-read,to-read (#98),to-read,,,,0,,,0,,,,,";
"11468377,""Thinking, Fast and Slow"",Daniel Kahneman,""Kahneman, Daniel"",,""=""""0374275637"""""",""=""""9780374275631"""""",0,4.09,""Farrar, Straus and Giroux"",Hardcover,418,2011,2011,,2017/05/08,to-read,to-read (#97),to-read,,,,0,,,0,,,,,";
"55030,Cosmos,Carl Sagan,""Sagan, Carl"",,""=""""0375508325"""""",""=""""9780375508325"""""",0,4.35,Random House,Mass Market Paperback,384,2002,1980,,2017/05/08,to-read,to-read (#96),to-read,,,,0,,,0,,,,,";
"17978489,""The Future of the Mind: The Scientific Quest to Understand, Enhance, and Empower the Mind"",Michio Kaku,""Kaku, Michio"",,""=""""038553082X"""""",""=""""9780385530828"""""",0,4.05,Doubleday,Hardcover,400,2014,2014,,2017/05/08,to-read,to-read (#95),to-read,,,,0,,,0,,,,,";
"31829526,Zrozumieć niepojęte. Fizyka kwantowa i rzeczywistość,Leon M. Lederman,""Lederman, Leon M."",Christopher T. Hill,""="""""""""",""=""""9788378394914"""""",0,4.67,Prószyński i S-ka,,424,2013,,,2017/05/08,to-read,to-read (#94),to-read,,,,0,,,0,,,,,";
"9221598,Quantum Physics for Poets,Leon M. Lederman,""Lederman, Leon M."",Christopher T. Hill,""=""""1616142332"""""",""=""""9781616142339"""""",0,3.89,Prometheus Books,Hardcover,338,2011,2010,,2017/05/08,to-read,to-read (#93),to-read,,,,0,,,0,,,,,";
"17797175,Beyond the God Particle,Leon M. Lederman,""Lederman, Leon M."",Christopher T. Hill,""=""""1616148020"""""",""=""""9781616148027"""""",0,4.03,Prometheus Books,ebook,325,2013,2013,,2017/05/08,to-read,to-read (#92),to-read,,,,0,,,0,,,,,";
"261830,""The God Particle: If the Universe Is the Answer, What Is the Question?"",Leon M. Lederman,""Lederman, Leon M."",Dick Teresi,""=""""0385312113"""""",""=""""9780385312110"""""",0,4.10,Delta,Paperback,448,1994,1993,,2017/05/08,to-read,to-read (#91),to-read,,,,0,,,0,,,,,";
"24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,""Domingos, Pedro"",,""=""""0465065708"""""",""=""""9780465065707"""""",0,3.79,Basic Books,Hardcover,352,2015,2015,,2017/05/08,to-read,to-read (#90),to-read,,,,0,,,0,,,,,";
"20454074,The Marshmallow Test: Mastering Self-Control,Walter Mischel,""Mischel, Walter"",,""=""""0316230871"""""",""=""""9780316230872"""""",0,3.73,""Little, Brown and Company"",Hardcover,336,2014,2014,,2017/05/08,to-read,to-read (#89),to-read,,,,0,,,0,,,,,";
"6107084,Psychopaci są wśród nas,Robert D. Hare,""Hare, Robert D."",Anna Skucińska,""=""""8324007431"""""",""=""""9788324007431"""""",0,4.04,Społeczny Instytut Wydawniczy Znak,Paperback,276,2006,1993,,2017/05/08,to-read,to-read (#88),to-read,,,,0,,,0,,,,,";
"12407765,50 wielkich mitów psychologii popularnej,Scott O. Lilienfeld,""Lilienfeld, Scott O."",""Steven Jay Lynn, John Ruscio, Barry L. Beyerstein, Piotr J. Szwajcer"",""="""""""""",""=""""9788361710035"""""",0,3.67,Wydawnictwo CiS,Paperback,407,2011,2009,,2017/05/08,to-read,to-read (#87),to-read,,,,0,,,0,,,,,";
"2094,A Briefer History of Time,Stephen Hawking,""Hawking, Stephen"",Leonard Mlodinow,""=""""0553804367"""""",""=""""9780553804362"""""",0,4.19,Bantam,Hardcover,176,2005,2005,,2017/05/08,to-read,to-read (#86),to-read,,,,0,,,0,,,,,";
"2095,The Universe in a Nutshell,Stephen Hawking,""Hawking, Stephen"",,""=""""055380202X"""""",""=""""9780553802023"""""",0,4.13,Bantam,Hardcover,216,2001,2001,,2017/05/08,to-read,to-read (#85),to-read,,,,0,,,0,,,,,";
"8520362,The Grand Design,Stephen Hawking,""Hawking, Stephen"",Leonard Mlodinow,""=""""0553805371"""""",""=""""9780553805376"""""",0,4.01,Bantam,Hardcover,199,2010,2010,,2017/05/08,to-read,to-read (#84),to-read,,,,0,,,0,,,,,";
"3869,A Brief History of Time,Stephen Hawking,""Hawking, Stephen"",""Cao Chi, Phạm Văn Thiều"",""=""""0553380168"""""",""=""""9780553380163"""""",0,4.13,Bantam Books,Paperback,212,1998,1987,,2017/05/08,to-read,to-read (#83),to-read,,,,0,,,0,,,,,";
"17707530,The Psychopath Inside: A Neuroscientist's Personal Journey into the Dark Side of the Brain,James Fallon,""Fallon, James"",,""="""""""""",""=""""9781591846000"""""",0,3.40,Penguin Group USA,Hardcover,246,2013,2013,,2017/05/08,to-read,to-read (#82),to-read,,,,0,,,0,,,,,";
"21875730,Wszystko zależy od przyimka,Jerzy Bralczyk,""Bralczyk, Jerzy"",""Jan Miodek, Andrzej Markowski, Jerzy Sosnowski"",""="""""""""",""=""""9788326815867"""""",0,4.21,Agora S.A.,ebook,288,2014,2014,,2017/05/08,to-read,to-read (#81),to-read,,,,0,,,0,,,,,";
"9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,""Carr, Nicholas"",,""=""""0393339750"""""",""=""""9780393339758"""""",0,3.85,W. W. Norton  Company,Paperback,280,2011,2010,,2017/05/08,to-read,to-read (#80),to-read,,,,0,,,0,,,,,";
"13426114,The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,Dan Ariely,""Ariely, Dan"",,""=""""0062183591"""""",""=""""9780062183590"""""",0,3.91,Harper,Hardcover,264,2012,2012,,2017/05/08,to-read,to-read (#79),to-read,,,,0,,,0,,,,,";
"10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,""Schwartz, Barry"",,""=""""0060005696"""""",""=""""9780060005696"""""",0,3.84,Harper Perennial,Paperback,265,2005,2004,,2017/05/08,to-read,to-read (#78),to-read,,,,0,,,0,,,,,";
"21086818,""Do No Harm: Stories of Life, Death and Brain Surgery"",Henry Marsh,""Marsh, Henry"",,""=""""0297869876"""""",""=""""9780297869870"""""",0,4.22,Weidenfeld & Nicolson,Hardcover,278,2014,2014,,2017/05/08,to-read,to-read (#77),to-read,,,,0,,,0,,,,,";
"25210131,Bez ograniczeń. Jak rządzi nami mózg,Jerzy Vetulani,""Vetulani, Jerzy"",Maria Mazurek,""="""""""""",""=""""9788377057957"""""",0,3.98,Dom Wydawniczy PWN,Hardcover,192,2015,2015,,2017/05/08,to-read,to-read (#76),to-read,,,,0,,,0,,,,,";
"25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim Marshall,""Marshall, Tim"",,""=""""1783961414"""""",""=""""9781783961412"""""",0,4.24,Elliott & Thompson,Hardcover,256,2015,2015,,2017/05/08,to-read,to-read (#75),to-read,,,,0,,,0,,,,,";
"21,A Short History of Nearly Everything,Bill Bryson,""Bryson, Bill"",,""=""""076790818X"""""",""=""""9780767908184"""""",0,4.19,Broadway Books,Paperback,544,2004,2003,,2017/05/08,to-read,to-read (#74),to-read,,,,0,,,0,,,,,";
"10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,""Massie, Robert K."",,""=""""0679456724"""""",""=""""9780679456728"""""",0,3.91,""Random House, Inc. (NY)"",Hardcover,625,2011,2011,,2017/05/08,to-read,to-read (#73),to-read,,,,0,,,0,,,,,";
"180506,If the Universe Is Teeming with Aliens ... Where Is Everybody?: Fifty Solutions to the Fermi Paradox and the Problem of Extraterrestrial Life,Stephen  Webb,""Webb, Stephen"",,""=""""0387955011"""""",""=""""9780387955018"""""",0,4.16,Copernicus Books,Hardcover,288,2002,2002,,2017/05/08,to-read,to-read (#72),to-read,,,,0,,,0,,,,,";
"350,Stranger in a Strange Land,Robert A. Heinlein,""Heinlein, Robert A."",,""=""""0441788386"""""",""=""""9780441788385"""""",0,3.91,Ace,Paperback,528,1991,1961,,2017/05/08,to-read,to-read (#71),to-read,,,,0,,,0,,,,,";
"29579,Foundation (Foundation #1),Isaac Asimov,""Asimov, Isaac"",,""=""""0553803719"""""",""=""""9780553803716"""""",0,4.13,Bantam,Hardcover,244,2004,1951,,2017/05/08,to-read,to-read (#70),to-read,,,,0,,,0,,,,,";
"416422,The Wizard of Menlo Park: How Thomas Alva Edison Invented the Modern World,Randall E. Stross,""Stross, Randall E."",,""=""""1400047625"""""",""=""""9781400047628"""""",0,3.52,Crown,Hardcover,384,2007,2007,,2017/05/08,to-read,to-read (#69),to-read,,,,0,,,0,,,,,";
"17286699,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,""Barrat, James"",,""=""""0312622376"""""",""=""""9780312622374"""""",0,3.73,Thomas Dunne Books/St Martin's Press (NY),Hardcover,336,2013,2013,,2017/05/08,to-read,to-read (#68),to-read,,,,0,,,0,,,,,";
"18050143,""Zero to One: Notes on Startups, or How to Build the Future"",Peter Thiel,""Thiel, Peter"",Blake  Masters,""=""""0804139296"""""",""=""""9780804139298"""""",0,4.17,Crown Business,Hardcover,195,2014,2014,,2017/05/08,to-read,to-read (#67),to-read,,,,0,,,0,,,,,";
"320861,Howard Hughes: His Life and Madness,Donald L. Barlett,""Barlett, Donald L."",James B. Steele,""=""""0393326020"""""",""=""""9780393326024"""""",0,3.85,W. W. Norton  Company,Paperback,688,2004,1979,,2017/05/08,to-read,to-read (#66),to-read,,,,0,,,0,,,,,";
"10883,Benjamin Franklin: An American Life,Walter Isaacson,""Isaacson, Walter"",,""=""""074325807X"""""",""=""""9780743258074"""""",0,3.96,Simon  Schuster,Paperback,493,2004,2003,,2017/05/08,to-read,to-read (#65),to-read,,,,0,,,0,,,,,";
"10884,Einstein: His Life and Universe,Walter Isaacson,""Isaacson, Walter"",,""=""""0743264738"""""",""=""""9780743264730"""""",0,4.08,Simon & Schuster,Hardcover,551,2007,2007,,2017/05/08,to-read,to-read (#64),to-read,,,,0,,,0,,,,,";
"24241458,Gombrowicz – loading. Esej o formie życia,Grzegorz Jankowicz,""Jankowicz, Grzegorz"",,""="""""""""",""=""""9788364887017"""""",2,3.33,Książkowe Klimaty,Paperback,152,2014,2014,2017/05/07,2017/05/01,,,read,,,,1,,,0,,,,,";
"72363,Film Art: An Introduction,David Bordwell,""Bordwell, David"",Kristin Thompson,""=""""0072484551"""""",""=""""9780072484557"""""",0,4.03,McGraw-Hill Companies,Unknown Binding,532,2003,1979,,2017/05/05,to-read,to-read (#63),to-read,,,,0,,,0,,,,,";
"167010,""Fables, Volume 2: Animal Farm"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, James Jean"",""=""""140120077X"""""",""=""""9781401200770"""""",3,4.11,Vertigo,Paperback,128,2003,2003,2017/01/01,2017/03/27,,,read,,,,1,,,0,,,,,";
"21324,""Fables, Vol. 8: Wolves"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy"",""=""""1401210015"""""",""=""""9781401210014"""""",5,4.28,Vertigo,Paperback,160,2006,2006,2017/01/01,2017/04/10,,,read,,,,1,,,0,,,,,";
"109515,How I Raised Myself From Failure to Success in Selling,Frank Bettger,""Bettger, Frank"",,""=""""067179437X"""""",""=""""9780671794378"""""",3,4.25,Touchstone,Paperback,192,1992,1947,2017/01/01,2017/04/06,,,read,,,,1,,,0,,,,,";
"158988,""Fables, Vol. 9: Sons of Empire"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred"",""=""""1401213162"""""",""=""""9781401213169"""""",4,4.23,Vertigo,Paperback,200,2007,2007,2017/01/01,2017/04/19,,,read,,,,1,,,0,,,,,";
"21325,""Fables, Vol. 4: March of the Wooden Soldiers"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell"",""=""""1401202225"""""",""=""""9781401202224"""""",5,4.29,Vertigo,Paperback,232,2004,2004,2017/01/01,2017/04/03,,,read,,,,1,,,0,,,,,";
"2147714,""Fables, Vol. 10: The Good Prince"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy"",""=""""1401216862"""""",""=""""9781401216863"""""",5,4.37,Vertigo,Paperback,238,2008,2008,2017/01/01,2017/04/24,,,read,,,,1,,,0,,,,,";
"21330,""Fables, Vol. 5: The Mean Seasons"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti"",""=""""1401204864"""""",""=""""9781401204860"""""",4,4.19,Vertigo,Paperback,166,2005,2005,2017/01/01,2017/04/04,,,read,,,,1,,,0,,,,,";
"15822190,Droga 66,Dorota Warakomska,""Warakomska, Dorota"",,""=""""8377477750"""""",""=""""9788377477755"""""",3,3.69,Wydawnictwo W.A.B.,Paperback,408,2012,2012,2017/05/04,2017/04/27,,,read,,,,1,,,0,,,,,";
"33369264,Blackout,Marc Elsberg,""Elsberg, Marc"",,""=""""1492654418"""""",""=""""9781492654414"""""",0,3.92,Sourcebooks Landmark,Hardcover,,2017,2012,,2017/04/27,to-read,to-read (#62),to-read,,,,0,,,0,,,,,";
"27300577,FUTU.RE,Dmitry Glukhovsky,""Glukhovsky, Dmitry"",,""=""""1517679273"""""",""=""""9781517679279"""""",0,3.93,CreateSpace Independent Publishing Platform,Paperback,626,2015,2013,,2017/04/27,to-read,to-read (#61),to-read,,,,0,,,0,,,,,";
"5759,Fight Club,Chuck Palahniuk,""Palahniuk, Chuck"",,""=""""0393327345"""""",""=""""9780393327342"""""",5,4.20,W.W. Norton & Company (NYC),Paperback,218,2005,1996,2017/04/27,2017/04/23,,,read,,,,1,,,0,,,,,";
"34489,Small Gods Volume 1: Killing Grin,Jason Rand,""Rand, Jason"",Juan Ferreyra,""=""""1582404577"""""",""=""""9781582404578"""""",0,3.40,Image Comics,Paperback,128,2005,2005,,2017/04/26,to-read,to-read (#60),to-read,,,,0,,,0,,,,,";
"22354,""Seven Soldiers of Victory, Volume 1"",Grant Morrison,""Morrison, Grant"",""Ryan Sook, Mick Gray, Frazer Irving, J.H. Williams III, Simone Bianchi, Cameron Stewart"",""=""""1401209254"""""",""=""""9781401209254"""""",0,3.79,DC Comics,Paperback,224,2006,2006,,2017/04/26,to-read,to-read (#59),to-read,,,,0,,,0,,,,,";
"1793336,Robotika,Alex Sheikman,""Sheikman, Alex"",,""=""""1932386211"""""",""=""""9781932386219"""""",0,2.96,Archaia,Hardcover,128,2009,2006,,2017/04/26,to-read,to-read (#58),to-read,,,,0,,,0,,,,,";
"729981,""Rex Mundi, Vol. 1: The Guardian of the Temple"",Arvid Nelson,""Nelson, Arvid"",""Jeremy Cox, Eric Hobsbawm"",""=""""1593076525"""""",""=""""9781593076528"""""",0,3.70,Dark Horse Comics,Paperback,216,2006,2003,,2017/04/26,to-read,to-read (#57),to-read,,,,0,,,0,,,,,";
"2874995,Pax Romana,Jonathan Hickman,""Hickman, Jonathan"",,""=""""1582408734"""""",""=""""9781582408736"""""",0,3.94,Image Comics,Paperback,144,2009,2009,,2017/04/26,to-read,to-read (#56),to-read,,,,0,,,0,,,,,";
"663836,The Nightly News,Jonathan Hickman,""Hickman, Jonathan"",,""=""""1582407665"""""",""=""""9781582407661"""""",0,3.91,Image Comics,Paperback,154,2011,2007,,2017/04/26,to-read,to-read (#55),to-read,,,,0,,,0,,,,,";
"11901158,The Complete Major Bummer Super Slacktacular!,John Arcudi,""Arcudi, John"",""Doug Mahnke, Carla Feeny, Tom Nguyen"",""=""""1595825347"""""",""=""""9781595825346"""""",0,3.86,Dark Horse Books,Hardcover,384,2011,2011,,2017/04/26,to-read,to-read (#54),to-read,,,,0,,,0,,,,,";
"1307242,""The Killer, Volume One"",Matz,""Matz, Matz"",""Luc Jacamon, Edward Gauvin"",""=""""1932386440"""""",""=""""9781932386448"""""",0,3.92,Archaia,Hardcover,128,2009,2000,,2017/04/26,to-read,to-read (#53),to-read,,,,0,,,0,,,,,";
"6435893,I Kill Giants,Joe Kelly,""Kelly, Joe"",J.M. Ken Niimura,""=""""1607060922"""""",""=""""9781607060925"""""",0,4.16,Image Comics,Paperback,184,2009,2009,,2017/04/26,to-read,to-read (#52),to-read,,,,0,,,0,,,,,";
"1239430,High Roads,Scott Lobdell,""Lobdell, Scott"",Leinil Francis Yu,""=""""1401200338"""""",""=""""9781401200336"""""",0,3.51,Wildstorm,Paperback,224,2003,2003,,2017/04/26,to-read,to-read (#51),to-read,,,,0,,,0,,,,,";
"59982,Hard Boiled,Frank Miller,""Miller, Frank"",""Geof Darrow, Claude Legris"",""=""""1840237511"""""",""=""""9781840237511"""""",0,3.73,Titan,Paperback,128,2004,1990,,2017/04/26,to-read,to-read (#50),to-read,,,,0,,,0,,,,,";
"23529,From Hell,Alan Moore,""Moore, Alan"",""Eddie Campbell, Pete Mullins"",""=""""0861661419"""""",""=""""9780861661411"""""",0,4.16,Knockabout Comics ,Paperback,576,2007,1999,,2017/04/26,to-read,to-read (#49),to-read,,,,0,,,0,,,,,";
"6458608,The Extremist ,Peter Milligan,""Milligan, Peter"",Ted McKeever,""="""""""""",""="""""""""",0,3.66,vertigo comics,Paperback,,1993,1993,,2017/04/26,to-read,to-read (#48),to-read,,,,0,,,0,,,,,";
"5805,V for Vendetta,Alan Moore,""Moore, Alan"",David   Lloyd,""=""""1401207928"""""",""=""""9781401207922"""""",0,4.25,Vertigo,Hardcover,296,2005,1990,,2017/04/26,to-read,to-read (#47),to-read,,,,0,,,0,,,,,";
"8843220,""Big Numbers, 1"",Alan Moore,""Moore, Alan"",Bill Sienkiewicz,""="""""""""",""="""""""""",0,4.05,Mad Love,Paperback,40,1990,1990,,2017/04/26,to-read,to-read (#46),to-read,,,,0,,,0,,,,,";
"38333,Black Hole,Charles Burns,""Burns, Charles"",,""=""""037542380X"""""",""=""""9780375423802"""""",0,3.83,Pantheon,Hardcover,368,2005,1995,,2017/04/26,to-read,to-read (#45),to-read,,,,0,,,0,,,,,";
"95431,""Preacher, Volume 1: Gone to Texas"",Garth Ennis,""Ennis, Garth"",""Steve Dillon, Joe R. Lansdale"",""=""""1563892618"""""",""=""""9781563892615"""""",0,4.16,Vertigo,Paperback,336,1996,1996,,2017/04/26,to-read,to-read (#44),to-read,,,,0,,,0,,,,,";
"769712,Palestine,Joe Sacco,""Sacco, Joe"",Edward Said,""=""""156097432X"""""",""=""""9781560974321"""""",0,4.20,Fantagraphics,Paperback,288,2001,1996,,2017/04/26,to-read,to-read (#43),to-read,,,,0,,,0,,,,,";
"28636686,The Sport of Kings,C.E. Morgan,""Morgan, C.E."",,""=""""0007313268"""""",""=""""9780007313266"""""",0,3.60,4th Estate,Hardcover,545,2016,2016,,2017/04/23,to-read,to-read (#42),to-read,,,,0,,,0,,,,,";
"28815371,The Mothers,Brit Bennett,""Bennett, Brit"",,""=""""0399184511"""""",""=""""9780399184512"""""",0,3.86,Riverhead Books,Hardcover,288,2016,2016,,2017/04/23,to-read,to-read (#41),to-read,,,,0,,,0,,,,,";
"22929602,What Belongs to You,Garth Greenwell,""Greenwell, Garth"",,""=""""0374288224"""""",""=""""9780374288228"""""",0,3.77,""Farrar, Straus and Giroux"",Hardcover,194,2016,2011,,2017/04/23,to-read,to-read (#40),to-read,,,,0,,,0,,,,,";
"30555488,The Underground Railroad,Colson Whitehead,""Whitehead, Colson"",,""=""""0385542364"""""",""=""""9780385542364"""""",0,4.03,Doubleday Books,Hardcover,306,2016,2016,,2017/04/23,to-read,to-read (#39),to-read,,,,0,,,0,,,,,";
"25733442,Version Control,Dexter Palmer,""Palmer, Dexter"",,""=""""0307907597"""""",""=""""9780307907592"""""",0,3.79,Pantheon,Hardcover,495,2016,2016,,2017/04/23,to-read,to-read (#38),to-read,,,,0,,,0,,,,,";
"6667916,Metro 2034 (Metro #2),Dmitry Glukhovsky,""Glukhovsky, Dmitry"",M. David Drevs,""=""""3453533011"""""",""=""""9783453533011"""""",4,3.45,Heyne,Paperback,526,2009,2009,2012/12/25,2012/12/14,,,read,""Wiesz, kiedy jeden dzień jest podobny do drugiego, to lecą tak szybko, iż zdaje się, że ostatni z nich jest już całkiem blisko... Boisz się, że nie ze wszystkim zdążysz. I każdy z tych dni wypełnia tysiąc drobnych spraw, załatwiłem jedną, odpocząłem – czas brać się za następną. Nie zostaje ani sił, ani czasu na to, co rzeczywiście ważne. Myślisz sobie: to nic, zacznę od jutra. A jutro nie nadchodzi, wciąż jest tylko jedno, niekończące się dzisiaj..."",,,1,,,0,,,,,";
"13486632,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,Jonas Jonasson,""Jonasson, Jonas"",Rod Bradbury,""=""""1843913720"""""",""=""""9781843913726"""""",4,3.81,Hesperus Press,Paperback,396,2012,2009,2017/04/23,2017/04/16,,,read,,,,1,,,0,,,,,";
"33806972,""2001: Odyseja Kosmiczna (Odyseja Kosmiczna, #1)"",Arthur C. Clarke,""Clarke, Arthur C."",,""="""""""""",""="""""""""",5,4.12,Audioteka,Audiobook,297,2016,1968,2017/04/16,2017/04/10,,,read,,,,1,,,0,,,,,";
"25843439,""The Atlantis Plague (The Origin Mystery, #2)"",A.G. Riddle,""Riddle, A.G."",,""="""""""""",""="""""""""",0,3.89,Riddle Inc.,Paperback,432,2015,2013,,2017/04/03,to-read,to-read (#36),to-read,,,,0,,,0,,,,,";
"25843453,""The Atlantis World (The Origin Mystery, #3)"",A.G. Riddle,""Riddle, A.G."",,""="""""""""",""="""""""""",0,3.93,Riddle Inc.,Paperback,304,2015,2014,,2017/04/03,to-read,to-read (#37),to-read,,,,0,,,0,,,,,";
"25843420,""The Atlantis Gene (The Origin Mystery, #1)"",A.G. Riddle,""Riddle, A.G."",,""="""""""""",""="""""""""",4,3.70,Riddle Inc.,Paperback,464,2015,2013,2017/04/03,2017/03/24,,,read,,,,1,,,0,,,,,";
"21329,""Fables, Vol. 3: Storybook Love"",Bill Willingham,""Willingham, Bill"",""Mark Buckingham, Steve Leialoha, James Jean"",""=""""140120256X"""""",""=""""9781401202569"""""",4,4.14,Vertigo,Paperback,190,2004,2004,2017/04/02,2017/03/27,,,read,,,,1,,,0,,,,,";
"7667643,Niezwyciężony (Stanisław Lem. Dzieła #12),Stanisław Lem,""Lem, Stanisław"",,""="""""""""",""=""""9788375524123"""""",4,4.18,Agora SA,Hardcover,184,2008,1964,2017/03/24,2017/03/21,,,read,,,,1,,,0,,,,,";
"21847417,I jak tu nie biegać!,Beata Sadowska,""Sadowska, Beata"",,""=""""8375152862"""""",""=""""9788375152869"""""",2,3.62,Otwarte,Paperback,278,2014,2014,2017/03/22,2017/03/18,,,read,,,,1,,,0,,,,,";
"22557272,The Girl on the Train,Paula Hawkins,""Hawkins, Paula"",,""=""""1594633665"""""",""=""""9781594633669"""""",4,3.89,Riverhead Books,Hardcover,323,2015,2015,2017/03/18,2017/03/14,,,read,,,,1,,,0,,,,,";
"5956539,Bajki robotów,Stanisław Lem,""Lem, Stanisław"",""Jerzy Jarzębski, Michael Kandel, Wojciech Orliński"",""="""""""""",""=""""9788375524079"""""",3,3.85,Agora SA,Hardcover,126,2008,1964,2017/03/15,2017/03/11,,,read,,,,1,,,0,,,,,";
"15434301,Moje Pierwsze Boje,Józef Piłsudski,""Piłsudski, Józef"",,""=""""8321802532"""""",""=""""9788321802534"""""",3,3.57,Wydawn. Odskie,Hardcover,199,,,2017/03/11,2017/03/06,,,read,,,,1,,,0,,,,,";
"13631218,""Upał (Jakub Tyszkiewicz, #2)"",Marcin Ciszewski,""Ciszewski, Marcin"",,""=""""8324017038"""""",""=""""9788324017034"""""",3,3.85,Społeczny Instytut Wydawniczy Znak,Paperback,416,2012,2012,2017/03/03,2014/02/23,,,read,,,,2,,,0,,,,,";
